Wall time,Step,Value
1653334127.8781967,93,0.0014064712449908257
1653334133.9929588,187,0.0009516008431091905
1653334139.0346754,281,0.0009147204109467566
1653334143.7228844,375,0.0008740558405406773
1653334148.4736552,469,0.0009252526797354221
1653334152.4038658,563,0.0007940622163005173
1653334156.302139,657,0.0007764435722492635
1653334160.3271215,751,0.0007941267685964704
1653334164.431168,845,0.0007514270837418735
1653334168.448896,939,0.0007807028014212847
1653334172.8877473,1033,0.0007713772356510162
1653334178.021553,1127,0.0007632788619957864
1653334182.636749,1221,0.0008199072326533496
1653334187.2729483,1315,0.0007906831451691687
1653334191.8413045,1409,0.0008495417423546314
1653334196.6405923,1503,0.0008453554473817348
1653334201.4999268,1597,0.0009946536738425493
1653334206.200256,1691,0.0010580848902463913
1653334209.7729418,1785,0.001240322832018137
1653334213.5225344,1879,0.001488730777055025
