Wall time,Step,Value
1652886787.422446,93,0.016014963388442993
1652886792.9024897,187,0.016932519152760506
1652886798.7283535,281,0.01501436997205019
1652886804.6478908,375,0.01618443988263607
1652886809.8112,469,0.016160128638148308
1652886814.4895132,563,0.016265563666820526
1652886819.2442083,657,0.016621846705675125
1652886823.9946578,751,0.01661834865808487
1652886829.1300247,845,0.017013583332300186
1652886834.8282552,939,0.017087042331695557
1652886840.50636,1033,0.016936205327510834
1652886846.106774,1127,0.017205581068992615
1652886851.7535753,1221,0.01678229682147503
1652886856.3423755,1315,0.017200615257024765
1652886861.0163198,1409,0.016052646562457085
1652886865.7202601,1503,0.01751548983156681
1652886870.4684558,1597,0.01663474552333355
1652886875.8327875,1691,0.017747903242707253
1652886881.3416274,1785,0.0172177292406559
1652886886.888877,1879,0.017133258283138275
1652886892.446049,1973,0.016976017504930496
1652886897.9789076,2067,0.016809459775686264
1652886902.6824882,2161,0.017229175195097923
1652886907.4842765,2255,0.01723945140838623
1652886912.3231614,2349,0.01752467080950737
1652886917.1874223,2443,0.017937209457159042
1652886922.756233,2537,0.01732228696346283
1652886928.369648,2631,0.017401212826371193
1652886933.997656,2725,0.01723356917500496
1652886939.7195685,2819,0.017090221866965294
1652886945.425496,2913,0.01751437783241272
1652886951.0373225,3007,0.017286187037825584
1652886956.6046553,3101,0.01766805164515972
1652886961.228403,3195,0.01738550327718258
1652886965.862506,3289,0.016440721228718758
1652886970.662602,3383,0.01710984669625759
1652886975.5045967,3477,0.01739751733839512
1652886980.9684362,3571,0.017083749175071716
1652886986.5667896,3665,0.017423151060938835
1652886992.1402285,3759,0.017288848757743835
1652886997.7316782,3853,0.0173543281853199
1652887003.2459855,3947,0.016651906073093414
1652887008.1560848,4041,0.017415402457118034
1652887012.8414433,4135,0.016477515920996666
1652887017.577908,4229,0.01754712127149105
1652887022.3216162,4323,0.0181045550853014
1652887027.196334,4417,0.01801910065114498
1652887032.8830938,4511,0.016164002940058708
1652887038.5389884,4605,0.01648744009435177
1652887044.1676962,4699,0.01691572368144989
1652887049.7400014,4793,0.016694018617272377
1652887055.408152,4887,0.017872262746095657
1652887061.1771967,4981,0.017663724720478058
1652887066.7493575,5075,0.017287014052271843
1652887071.455786,5169,0.018143415451049805
1652887076.1168363,5263,0.016900144517421722
1652887080.8750496,5357,0.016893107444047928
1652887085.83941,5451,0.01651155576109886
1652887091.3175323,5545,0.01724943146109581
1652887096.988878,5639,0.01722124218940735
1652887102.6319706,5733,0.016921916976571083
1652887108.1904604,5827,0.01634061150252819
1652887113.8658307,5921,0.01684015616774559
1652887119.6438503,6015,0.016753805801272392
1652887124.8313987,6109,0.017229024320840836
1652887129.5590582,6203,0.016597002744674683
1652887134.352931,6297,0.016328750178217888
1652887139.3023217,6391,0.017008693888783455
1652887144.1908844,6485,0.017594411969184875
1652887150.3058734,6579,0.016451101750135422
1652887156.2606673,6673,0.018261754885315895
1652887162.098367,6767,0.017339026555418968
1652887167.9680345,6861,0.0176395233720541
1652887174.0639384,6955,0.01702488400042057
1652887179.9441278,7049,0.01747574843466282
1652887185.5816407,7143,0.016990771517157555
1652887191.1936722,7237,0.017288396134972572
1652887195.7749488,7331,0.017066769301891327
1652887200.638314,7425,0.01703779585659504
1652887205.4914854,7519,0.01729338802397251
1652887210.6365006,7613,0.01668272539973259
1652887216.2210236,7707,0.016600534319877625
1652887222.03976,7801,0.017061322927474976
1652887227.8544905,7895,0.016726084053516388
1652887233.5058463,7989,0.016830064356327057
1652887239.122637,8083,0.016512129455804825
1652887244.7105684,8177,0.016758836805820465
1652887250.0383406,8271,0.016113219782710075
1652887254.875219,8365,0.017339641228318214
1652887259.8026483,8459,0.01747114025056362
1652887264.7994592,8553,0.01648666150867939
1652887269.9311845,8647,0.018075453117489815
1652887275.7676034,8741,0.016634710133075714
1652887281.6358633,8835,0.01679079793393612
1652887287.3770719,8929,0.016831031069159508
1652887293.09418,9023,0.01715182140469551
1652887298.6981773,9117,0.017726967111229897
1652887304.2722106,9211,0.017238250002264977
1652887309.903365,9305,0.01713293232023716
1652887314.6071904,9399,0.016928385943174362
