Wall time,Step,Value
1653504784.6365373,93,0.001418568310327828
1653504787.5500712,187,0.0010419052559882402
1653504790.516708,281,0.0009260340011678636
1653504793.4376903,375,0.0008770052227191627
1653504796.4576116,469,0.0009346762089990079
1653504799.5732448,563,0.0008504251600243151
1653504802.9092228,657,0.0008139656856656075
1653504806.248386,751,0.0007937962654978037
1653504809.5685601,845,0.0007710913778282702
1653504812.7959094,939,0.0008306530653499067
1653504815.9812782,1033,0.000754646142013371
1653504819.2785685,1127,0.0007967394776642323
1653504822.4819396,1221,0.0008530609193257987
1653504825.9164686,1315,0.0007816019933670759
1653504829.3128955,1409,0.0008175638504326344
1653504832.72036,1503,0.0008056545630097389
1653504835.7861,1597,0.0009254535543732345
1653504838.9314768,1691,0.0009246706613339484
1653504842.025592,1785,0.0009022160666063428
1653504845.294657,1879,0.0009730432648211718
