Wall time,Step,Value
1653473421.392535,93,0.0007901925127953291
1653473425.1735625,187,0.0003736459475476295
1653473429.2220309,281,0.00033546064514666796
1653473433.1894965,375,0.00031479797326028347
1653473437.5392537,469,0.0003170653944835067
1653473441.9965506,563,0.00035919714719057083
1653473448.3592875,657,0.00042020200635306537
1653473456.226387,751,0.0004822754708584398
1653473460.0893042,845,0.0005543522420339286
1653473464.0484152,939,0.0005677635781466961
1653473467.9841003,1033,0.0005659988382831216
1653473471.8598783,1127,0.0005928174359723926
1653473475.9503968,1221,0.0006643699598498642
1653473481.501042,1315,0.0007647830643691123
1653473490.5986476,1409,0.0007846707012504339
1653473494.2484639,1503,0.0007859006291255355
1653473498.0552545,1597,0.000890829018317163
1653473502.0464425,1691,0.0010584865231066942
1653473506.1101022,1785,0.0009469616925343871
1653473510.2179425,1879,0.0010198542149737477
